Author  Notes,Format,Title,title_href,Year,Cause
Series of films dealing with a future where machines have trapped humanity in an illusory world and the struggle of the surviving humans of the postapocalyptic real world to free the rest of humanity from the illusion,Film,The Matrix,/wiki/The_Matrix_(series),19992003,Technology
A remake of the 1959 film,Film,On the Beachcitation needed,"/wiki/On_the_Beach_(2000_film),/wiki/Wikipedia:Citation_needed",2000,War
Game Also Earth 2160 The world is destroyed in 2150 and people settle on mars in 2160,Game,Earth 2150,/wiki/Earth_2150,2000,War
PCGame in relation to the Gray Death,Game,Deus Ex,/wiki/Deus_Ex,2000,Disease
Nintendo 64A game where the main character Link has three days to save the world of Termina from its moon that has broken from orbit,Game,Legend of Zelda Majoras Mask,/wiki/The_Legend_of_Zelda:_Majora%27s_Mask,2000,Impact Event
Based on the novel of the same name by L Ron Hubbard,Film,Battlefield Earth,/wiki/Battlefield_Earth_(film),2000,Aliens
2000 animated postapocalyptic dystopian science fiction,Film,Titan AE,/wiki/Titan_A.E.,2000,Aliens
Is a squad based action adventure computer game developed by Rebellion,Game,Gunlok,/wiki/Gunlok,2000,Technology
John Shirley  revolves around a demonic invasion of Earth,Novel,Demons,,2000,Supernatural
After terrorists detonate a nuclear weapon in the Earths orbit all computer data is destroyed bringing about an economic collapse but with minimal loss of life Created by James Cameron and Charles H Eglee,Television,Dark Angel,/wiki/Dark_Angel_(TV_Series),20002002,Social Collapse
Series by Phillip Reeve  first book 2001 Set in the distant future after a nuclear war Cities are turned into machines on wheels which hunt other cities and eat them The first book follows the story of two children who have fallen off a city and are trying to find it again so they can get back on while the dictator of their city plans on using a weapon to destroy all of the land dwellers  people who havent upgraded their cities to be on wheels,Novel,Mortal Engines Quartet,/wiki/Mortal_Engines_Quartet,2001,War
Game A roleplaying game from Impressions,Game,Darwins World,/wiki/Darwin%27s_World,2001,War
,Film,Ever Since the World Ended102103,"/w/index.php?title=Ever_Since_the_World_Ended&action=edit&redlink=1,#cite_note-102,#cite_note-103",2001,Disease
Nick Sagan,Novel,Idlewild,/wiki/Idlewild_(book),2001,Disease
Simon Clark  Sequel to The Day of the Triffids by John Wyndham,Novel,The Night of the Triffids,/wiki/The_Night_of_the_Triffids,2001,Disease
Roleplay game,Game,After The Bomb,/wiki/After_the_Bomb_(game),2001,Disease
SM Stirling,Novel,The Peshawar Lancers,/wiki/The_Peshawar_Lancers,2001,Impact Event
PlayStation 2 game centered in a fictional continent years after an asteroid crashes at several locations,Game,Ace Combat 04 Shattered Skies,/wiki/Ace_Combat_04:_Shattered_Skies,2001,Impact Event
CGI animated film about spiritbased aliens roaming Earth after an asteroid crash over 30 years before,Film,Final Fantasy The Spirits Within,/wiki/Final_Fantasy:_The_Spirits_Within,2001,Aliens
A realtime strategy Earth created robotic lifeforms allegedly to mine Titans resources though in reality they were to be used as a secret army When the plan surfaced the World Council lost power but the robots returned and occupied the planet in the name of their creators,Game,Outlive,/wiki/Outlive,2001,Technology
And its sequel the 2004 video game Pikmin 2 is set on an unnamed planet simply called as the planet of the Pikmin inhabited by animals and plants Although it is unnamed ingame several cutscenes shows it as Earth or at least a very Earthlike planet Further hints is manmade objects in both games like the Abstract Masterpiece a bottle cap and the Remembered Old Buddy a ROB as well as the stage based on the Pikmin planet in Super Smash Bros Brawl Distant Planet which its data refers to as Earth,Game,Pikmin,/wiki/Pikmin,2001,Human Decline
Kiyoshi Kurosawa  In which the world is overrun by Humanoid Ghosts and everything is destroyed by them Based on a novel of the same name,Film,Kairo,/wiki/Kairo_(film),2001,Monsters
Cross,Game,Tetris Worlds,/wiki/Tetris_Worlds,2001,Sun
,Television,Digimon Tamers,/wiki/Digimon_Tamers,20012002,Technology
After barely surviving another worldwide conflict humanity rejects all emotion and outlaws all forms of expression which might encourage emotional response,Film,Equilibriumcitation needed,"/wiki/Equilibrium_(film),/wiki/Wikipedia:Citation_needed",2002,War
Anime series,Television,Saikano,/wiki/Saikano,2002,War
Ordinary citizens are forced to fight through hordes of rabid zombies after a virus ravages Britain,Film,28 Days Later,/wiki/28_Days_Later,2002,Zombies
Set in the postapocalyptic future where majority of humans die from a mysterious viral plague the remaining humans have conformed to primitive tribalism Directed by Larry Clark,Film,Teenage Caveman,/wiki/Teenage_Caveman_(2002_film),2002,Disease
TV movie,Television,Smallpox,/wiki/Smallpox_(TV_drama),2002,Disease
Kim Stanley Robinson  Set in a world devastated by the Black Death in medieval Europe which killed 99 of the European population before they could discover the Americas,Novel,The Years of Rice and Salt,/wiki/The_Years_of_Rice_and_Salt,2002,Disease
PCVideo game featuring a group of exsoldiers who spent ten years underground after the Spontaneous Genome Degeneration Syndrome SGDS an artificially created virus raged across the globe in 2004 nearly wiping off humanity Although the virus was released to make money with the antidote it wasnt distributed for some reason,Game,Soldiers of Anarchy,/wiki/Soldiers_of_Anarchy,2002,Disease
Downfall of man caused by the Moon breaking apart and bombarding Earth with rocks after extensive lunar mining,Film,The Time Machine,/wiki/The_Time_Machine_(2002_film),2002,Impact Event
Directed by M Night Shyamalan,Film,Signs,/wiki/Signs_(film),2002,Aliens
The tenth Friday the 13th film Earth became a polluted wasteland by 2455  Humanity left Earth and colonized a planet designated as Earth 2,Film,Jason X,/wiki/Jason_X,2002,Eco
Video game in which a flood has decimated the fictional world of Hyrule,Game,The Legend of Zelda The Wind Waker,/wiki/The_Legend_of_Zelda:_The_Wind_Waker,2002,Eco
Kevin J Anderson  Part of the Dune universe,Novel,The Butlerian Jihad,/wiki/The_Butlerian_Jihad,2002,Technology
Dragons wreak havoc and destroy human civilization,Film,Reign of Fire,/wiki/Reign_of_Fire_(film),2002,Monsters
Anime Series involving a war between naturallyborn humans Naturals and genetically enhanced humans Coordinators,Television,Mobile Suit Gundam Seed,/wiki/Mobile_Suit_Gundam_Seed,20022003,Monsters
Anime series which depicts humanity living in domes after an ecological disaster,Television,Overman King Gainer,/wiki/Overman_King_Gainer,20022003,Eco
Game for the Personal Computer by Reakktor Media,Game,Neocron,/wiki/Neocron,20022004,War
Showtime cable television series based on the comic of the same name In the year 2021 15 years after a virus kills everyone over the age of puberty the child survivors have grown up living on the scraps of the old world,Television,Jeremiah,/wiki/Jeremiah_(series),20022004,Disease
Part of the Dune universe,Novel,Legends Of Dune trilogy,/wiki/Legends_Of_Dune,20022004,Technology
Comic series features a lone man  his monkey in a world populated only by women series written by Brian K Vaughan and published by Vertigo Comics,Comic,Y The Last Man,/wiki/Y:_The_Last_Man,20022008,Disease
Based on the book series Deathlands,Film,Deathlands Homeward Boundcitation needed,"/wiki/Deathlands:_Homeward_Bound,/wiki/Wikipedia:Citation_needed",2003,War
,Film,Time of the Wolf,/wiki/Time_of_the_Wolf,2003,War
a Jeanne DuPrau novel set in an underground city 241 years after a nuclear war,Novel,The City of Ember,/wiki/The_City_of_Ember,2003,War
Robert J Szmidt  polish Apokalipsa wedlug Pana Jana,Novel,Revelation by Lord John,,2003,War
Humphrey Hawksley,Novel,The Third World War,/wiki/The_Third_World_War_(novel),2003,War
Game,Game,Judge Dredd Dredd Vs Death,/wiki/Judge_Dredd:_Dredd_Vs._Death,2003,War
David Mitchell,Novel,Full Circle,,2003,Disease
,Story,Shikari in Galveston,/wiki/Shikari_in_Galveston,2003,Impact Event
E E Knight  Series,Novel,Vampire Earth,/wiki/Vampire_Earth,2003,Aliens
The computer game and its sequels UFO Aftershock  UFO Afterlight by Altar Games,Game,UFO Aftermath,/wiki/UFO:_Aftermath,2003,Aliens
Based on the Manga of the same name,Film,Dragon Head,/wiki/Dragon_Head,2003,Eco
,Film,Its All About Love,/wiki/It%27s_All_About_Love,2003,Eco
Margaret Atwood,Novel,Oryx and Crake,/wiki/Oryx_and_Crake,2003,Eco
Mark Budz,Novel,Clade,/wiki/Clade_(novel),2003,Eco
Cataclysm Set in the year 2068 the Earths surface is in a cataclysmic upheaval much of it transformed into wasteland by unstoppable storms the byproduct of the destruction of the ozone layer It was directed by Oscar Luis Costo,Television,Encrypt,/wiki/Encrypt_(film),2003,Eco
,Film,Galerians Rion,/wiki/Galerians:_Rion,2003,Technology
An illustrated book by Doug Chiang and Orson Scott Card,Novel,Robota,/wiki/Robota,2003,Technology
Part of the Dune universe by Kevin J Anderson,Novel,The Machine Crusade,/wiki/The_Machine_Crusade,2003,Technology
Originally released as webcomics,Comic,The Matrix Comics,/wiki/The_Matrix_Comics,19992004,Technology
The Polish roleplaying game from Portal Publishing,Game,Neuroshima,/wiki/Neuroshima,2003,Technology
"Ion Storm Inc developer
Eidos Interactive
publisher After total global economic collapse an event known simply as The Collapse all religion is collected into one which is in conflict with the new world order Throughout the game the player can choose to be on either side affecting the games outcome",Game,Deus Ex Invisible War,/wiki/Deus_Ex:_Invisible_War,2003,Social Collapse
Ian Douglas,Novel,Legacy Trilogy,/wiki/Legacy_Trilogy,20032007,Aliens
A race of machine beings launch a nuclear holocaust on their human creators and chase a ragtag fleet of survivors looking for a mythical planet called Earth,Television,Battlestar Galactica,/wiki/Battlestar_Galactica_(2004_TV_series),20032009,Technology
,Film,Appleseed104,"/wiki/Appleseed_(film),#cite_note-104",2004,War
Based on two Japanese anime series A race of superrobots led by their leader Black King take over the world,Film,Cassherncitation needed,"/wiki/Casshern,/wiki/Wikipedia:Citation_needed",2004,War Technology
David Mitchell  one of the six novellas is set in a postapocalyptic future,Novel,Cloud Atlas,/wiki/Cloud_Atlas_(novel),2004,War
Individuals try and survive a zombie outbreak by securing a shopping mall Remake of 1978 movie,Film,Dawn of the Dead,/wiki/Dawn_of_the_Dead_(2004_film),2004,Zombies
Neal Asher,Novel,Cowl,/wiki/Cowl_(novel),2004,War
Theodore Judson,Novel,Fitzpatricks War,/wiki/Fitzpatrick%27s_War,2004,War
Game from Valve,Game,Half Life 2,/wiki/Half_Life_2,2004,Aliens
Alistair Beaton,Novel,A Planet for the President,/wiki/A_Planet_for_the_President,2004,Disease
Paul McAuley,Novel,White Devils,/wiki/White_Devils,2004,Disease
The asteroid BayLeder 7 was found to be powerful enough to wipe out the whole civilization Although a topsecret experimental satellite weapon was able to cut it in two the smaller piece impacted in West Russia turning Europe into an icecovered death zone,Film,Post Impact,/wiki/Post_Impact,2004,Impact Event
Based in part on the novel The Coming Global Superstorm by Art Bell  Whitley Strieber,Film,The Day After Tomorrow,/wiki/The_Day_After_Tomorrow,2004,Eco
Mark Budz,Novel,Crache,/w/index.php?title=Crache&action=edit&redlink=1,2004,Eco
Adam Roberts  The world is buried under kilometres of unnatural snow,Novel,The Snow,/w/index.php?title=The_Snow_(book)&action=edit&redlink=1,2004,Eco
Tornado disaster The 2004 television movie Category 6 Day of Destruction where Chicago is suffering from a series of tornadoes from numerous changes occurring in the climate This series was followed in 2005 by Category 7 The End of the World,Television,Category 6 Day of Destruction,/wiki/Category_6:_Day_of_Destruction,2004,Eco
Earthquake disaster The 2004 mini series 105 and its 2006 followup 105 Apocalypse In which a series of Earthquakes tears America apart separating the West Coast from the rest of the USA,Television,105,/wiki/10.5_(TV_miniseries),2004,Eco
PC A German 3D RPG situated in a post apocalyptic future where humanity is facing its possible endThe focus of the game is the deep story and the unique characters with living environment offering many well thought sidequests Gameplay similar to the Fallout series although with a more traditional RPG approach in which the player can assemble a whole party in order to improve chances in battles and include specialists with complementary skills,Game,The Fall Last Days of Gaia,/wiki/The_Fall:_Last_Days_of_Gaia,2004,Eco
,Film,Sky Captain and the World of Tomorrow,/wiki/Sky_Captain_and_the_World_of_Tomorrow,2004,Technology
Part of the Dune universe by Kevin J Anderson,Novel,The Battle of Corrin,/wiki/The_Battle_of_Corrin,2004,Technology
A manga series created by Takuya Fujima,Comic,Deus Vitae,/wiki/Deus_Vitae,2004,Technology
,Television,Zentrix,/wiki/Zentrix,2004,Technology
A roleplaying game set in the midst of a war between humans and a worldwide computer intelligence,Game,Splicers,/wiki/Splicers,2004,Technology
MultiIs a Japanese postapocalyptic visual novel and video game,Game,Planetarian Chiisana Hoshi no Yume,/wiki/Planetarian:_Chiisana_Hoshi_no_Yume,2004,Technology
Takes the premise that with no natural predators to thin the population of the world evolution simply rewards whoever can pass on their genes the fastest who are depicted as sexually promiscuous drunken brutes The average IQ is 80 by 2100 60 by 2200 and 40 by 2505,Film,Idiocracy,,2004,Human Decline
Anime series in future Japan that is a wasteland In the Great Kanto Desert scattered humans eke out a living in the hot sand,Television,Desert Punk,/wiki/Desert_Punk,20042005,War
Scott Westerfeld  Uglies Pretties Specials and the companion novel Extras take place in a future civilization that arose after our current civilization collapsed because of an engineered bacterium that attacked not people but oil changing its chemical composition so that it exploded on contact with oxygen first explained on p345 of Uglies,Novel,The Uglies Trilogy,/wiki/The_Uglies_Trilogy,20042007,Disease
An episode of Masters of Horror directed by Tobe Hooper  It has a triple apocalyptic theme as it features a man made virus causing a zombie outbreak after World War 3,Television,Dance Of The Dead,/wiki/Dance_of_the_Dead_(Masters_of_Horror_episode),2005,War
Sonia Levitin  childrens book,Novel,The Goodness Gene,/w/index.php?title=The_Goodness_Gene&action=edit&redlink=1,2005,War
Series by Dmitry Glukhovsky  Set in the metro tunnels of post apocalyptic Moscow A man named Artyom journeys to the central city of the metro Polis to find answers about a possible threat called the Dark Ones,Novel,Metro 2033,/wiki/Metro_2033_(video_game),2005,War
Based on MTVs animated series on Flux,Film,on Flux,/wiki/%C3%86on_Flux_(film),2005,Disease
Eric Shapiro,Novel,Its Only Temporary,/w/index.php?title=It%27s_Only_Temporary_(book)&action=edit&redlink=1,2005,Impact Event
PCA game in which after a tutorial area set in a preSearing time a race of beasts called the Charr summon meteors down upon the humans destroying nearly all of the cities and all of the life trees animals etc,Game,Guild Wars,/wiki/Guild_Wars,2005,Impact Event
Produced by Sci Fi Channel,Film,Alien Apocalypse,/wiki/Alien_Apocalypse,2005,Aliens
Directed by Steven Spielberg along with the independent 2005 productions HG Wells The War of the Worlds and H G Wells War of the Worlds all based on the H G Wells novel,Film,War of the Worlds,/wiki/War_of_the_Worlds_(2005_film),2005,Aliens
Douglas Niles  Is a retelling of the original The War of the Worlds story but displaces the events to 2005 It is not a sequel rather it is an update,Novel,War of the Worlds New Millennium,/wiki/War_of_the_Worlds:_New_Millennium,2005,Aliens
John Varley,Novel,Eight Worlds,/wiki/Eight_Worlds,2005,Aliens
The 2005 console game in which the player controls a Furon alien in an attempt to overthrow humanity,Game,Destroy All Humans,/wiki/Destroy_All_Humans!,2005,Aliens
The Earths resources and biosphere get used up prompting mass exodus for the stars,Film,Serenity,/wiki/Serenity_(film),2005,Eco
Peter Hyams  A group of travelers returned in the time and made changes in the past which lead to colossal alterations in the future where they came from and less than in a week everything in the world started changing chaotically putting in danger the life of every living thing,Film,A Sound of Thunder,/wiki/A_Sound_of_Thunder_(film),2005,Eco
Abdul Ahad World governments in the 23rd century build and launch a 12mile long generation starship to Alpha Centauri to escape a global Ice Age threatening the future of humanity105,Novel,First Ark to Alpha Centauri,/w/index.php?title=First_Ark_to_Alpha_Centauri&action=edit&redlink=1,2005,Eco
Brian Keene  set in a postapocalyptic world where it started raining one day and never stopped,Story,The Garden Where My Rains Grows,/w/index.php?title=The_Garden_Where_My_Rains_Grows&action=edit&redlink=1,2005,Eco
,Film,9,/wiki/9_(2005_film),2005,Technology
A semisatirical book by Daniel H Wilson,Novel,How to Survive a Robot Uprising,/wiki/How_to_Survive_a_Robot_Uprising,2005,Technology
Sunao Yoshida illustrations by Thores Shibamoto  Light novel involving a war between humans and vampires,Novel,Trinity Blood,/wiki/Trinity_Blood,20012005,Monsters
This anime features several teens living in Hakodate Hokkaido who come in contact with their future selves using time travel as a last resort to end the destruction of their world by abducting their dear friend Haruka Kaminogi from the past as a sacrifice to make the ultimate weapon against the destroyer known as Noein106,Television,Noein,/wiki/Noein,20052006,Future Collapse
Anime series and its video games are set 10000 years after humans had to leave the earth due to a Coralian appearing in Africa In the current timeline the remnants of humanity are now settled on a planet they refer to as the Promised Land,Television,Eureka Seven,/wiki/Eureka_Seven,20052006,Aliens
Environment disaster Anime series where an earthquake triggers a series of worldwide natural disasters that devastate Planet Zi,Television,Zoids Genesis,/wiki/Zoids:_Genesis,20052006,Eco
Comics and books,Comic,Lego ExoForce,/wiki/Lego_Exo-Force,20052007,Technology
Radio sitcom by Graham Duff  much of the world was destroyed by an event known as the Withering,Radio,Nebulous,/wiki/Nebulous,2005present,Eco
The eight years boy Jess has been living in a crumbling underground facility since he was born with eight survivors of an apocalyptic war107,Film,The Dark Hourcitation needed,"/wiki/The_Dark_Hour_(2007_film),/wiki/Wikipedia:Citation_needed",2006,War
CBS  the residents of a small Kansas town remain isolated in the aftermath of a series of nuclear attacks on America,Television,Jericho,/wiki/Jericho_(2006_TV_series),2006,War
Will Self  split between modern London and postapocalyptic London where a new society and religion is based on the legacy of a cab driver,Novel,The Book of Dave,/wiki/The_Book_of_Dave,2006,War
Scott A Johnson,Novel,Deadlands,/wiki/Deadlands,2006,War
Game While seemingly caused by aliens it is in fact human mistakes breakdown and war that forges Auto Assaults apocalyptic world Similar to the Command  Conquer series where an alien event is the catalyst needed to start decline,Game,Auto Assault,/wiki/Auto_Assault,2006,War
British made movie in which a virus creates a plague of zombies viewed entirely from the POV of a characters video camera This film was made and completed before George A Romeros Diary of the Dead which was shot in a similar POV perspective,Film,The Zombie Diaries,/wiki/The_Zombie_Diaries,2006,Zombies
Johnathan Rand and Christopher Knight  A mutated bird flu virus wipes out everyone except the young Set in Michigan,Novel,Pandemia108,"/w/index.php?title=Pandemia_(novel)&action=edit&redlink=1,#cite_note-108",2006,Disease
Max Brooks novel about a global zombie outbreak and humanitys efforts to stop thems,Novel,World War Z,/wiki/World_War_Z,2006,Zombies
Poetry by Brian Henry,Novel,Quarantine,,2006,Disease
,Television,Three Moons Over Milford,/wiki/Three_Moons_Over_Milford,2006,Impact Event
Susan Beth Pfeffer  Asteroid striking the Moon and knocking it into an orbit closer to Earth concentrating on how a family in Western Pennsylvania is affected,Novel,Life as We Knew It,/wiki/Life_as_We_Knew_It_(novel),2006,Impact Event
The video game which takes place on the fictional planet of Sera humans are shown fighting a war against alien monsters that have emerged from underground,Game,Gears of War,/wiki/Gears_of_War,2006,Aliens
A parody of Japan Sinks  All the land on earth sinks into the ocean with Japan being the last to go,Film,The World Sinks Except Japan,/wiki/The_World_Sinks_Except_Japan,2006,Eco
Oisn McGann,Novel,SmallMinded Giants,/w/index.php?title=Small-Minded_Giants&action=edit&redlink=1,2006,Eco
Set after the world population and economy is devastated by simultaneous hyperhurricanes,Television,Innocent Venus,/wiki/Innocent_Venus,2006,Eco
PC firstperson shooting game about a war fought over land unaffected by a new ice age that renders most of the Northern Hemisphere uninhabitable,Game,Battlefield 2142,/wiki/Battlefield_2142,2006,Eco
Anime series by the Japanese production company Manglobe  an undefined global ecological disaster has decimated the surface of the Earth and the small remaining human population lives in isolated citystate dome complexes,Television,Ergo Proxy,/wiki/Ergo_Proxy,2006,Eco
TV movie for Sci Fi Channel,Film,Android Apocalypse,/wiki/Android_Apocalypse,2006,Unspecified
,Television,Lego ExoForce,/wiki/Lego_Exo-Force,2006,Technology
The human race has become infertile Based on the book of the same name,Film,Children of Men87,"/wiki/Children_of_Men,#cite_note-HttpbooksgooglecoukbooksidVXkqzmaBICpgPAdqTheSacrifice-87",2006,Human Decline
Stephen King  A strange cell phone signal turns ordinary humans into killer zombies,Novel,Cell,/wiki/Cell_(novel),2006,Zombies
,Film,The Quick and the Undead,/wiki/The_Quick_and_the_Undead,2006,Zombies
And its 2009 sequel Pulse 2 Afterlife,Film,Pulse,/wiki/Pulse_(2006_film),2006,Supernatural
"James Bai
writerdirector Set in what looks like Brooklyn after the decline the streets are empty and there seems to be constant random killings",Film,Puzzlehead,/wiki/Puzzlehead,2006,Social Collapse
Thomas Glavinic  A novel in which a man wakes up to find that everyone else has disappeared,Novel,Night Work,,2006,Unspecified
Game BoyIn which a small group of humans escape to a postapocalyptic utopia after the old world is destroyed While the game never explains what happened to the old world they say that the humans were the ones that caused its destruction,Game,Mother 3,/wiki/Mother_3,2006,Unspecified
Cormac McCarthy,Novel,The Road,/wiki/The_Road,2006,Unspecified
Episode A Clean Escape,Television,Masters of Science Fiction,/wiki/Masters_of_Science_Fiction,2007,War
Alex Scarrow  sudden end of oil availability leads to worldwide social collapse,Novel,Last Light,,2007,War
Marcus Alexander Hart,Novel,The Oblivion Society,/wiki/The_Oblivion_Society,2007,War
Jim Crace,Novel,The Pesthouse,/w/index.php?title=The_Pesthouse&action=edit&redlink=1,2007,War
Tatyana Tolstaya novel,Novel,The Slynx,/w/index.php?title=The_Slynx&action=edit&redlink=1,2007,War
Ardath Mayhar,Novel,The World Ends in Hickory Hollow,/w/index.php?title=The_World_Ends_in_Hickory_Hollow&action=edit&redlink=1,2007,War
Sequel to 28 Days Later During the efforts to repopulate Britain the discovery of a possible cure to the Rage virus may also begin the apocalypse all over again,Film,28 Weeks Later,/wiki/28_Weeks_Later,2007,Zombies
In an abandoned New York City set in 2012 military virologist Robert Neville tries to find a cure to a manmade virus that killed almost everyone on earth while at the same time trying to survive against the vampiric zombies it left behind,Film,I Am Legend87,"/wiki/I_Am_Legend_(film),#cite_note-HttpbooksgooglecoukbooksidVXkqzmaBICpgPAdqTheSacrifice-87",2007,Disease zombies
,Film,I Am Omega,/wiki/I_Am_Omega,2007,Disease
Written shot and directed by Gareth Edwards,Film,Monsters 2010 film,/wiki/Monsters_(2010_film),2010,Monsters
Autumn on imdb,Film,Autumn,,2009,Disease
Directed by David A Prior,Film,Zombie Wars,,2008,Zombies
Directed by Pearry Teo,Film,The Gene Generation,,2007,Unspecified
The Last Sentinel on imdb,Film,The Last Sentinel,,2007,War
About the conflict between a wealthy couple and a poor laborer after a worldwide terrorist attack isolates them in a small remote ranch,Film,9Tenths,/wiki/9/Tenths,2006,War
Dark comedy directed by Jonny Gillette,Film,The Beach Party at the Threshold of Hell,/wiki/The_Beach_Party_at_the_Threshold_of_Hell,2006,War
Dream Warrior on imdb,Film,Dream Warrior,,2003,Unspecified
,Film,Resident Evil Extinction,/wiki/Resident_Evil:_Extinction,2007,Zombies
Jeff Carlson  Slated to be a trilogy,Novel,Plague Year,/w/index.php?title=Plague_Year&action=edit&redlink=1,2007,Disease
A speculative documentary produced by the Discovery Channel which hypothesizes the effects on modernday earth of a large comet impact,Film,Super Comet After The Impact,/wiki/Super_Comet:_After_The_Impact,2007,Impact Event
Based on the novel The Body Snatchers by Jack Finney A mysterious virus brought by spaceborne microbes possesses humans and renders them devoid of emotion,Film,The Invasion,/wiki/The_Invasion_(film),2007,Aliens
A lowbudget remake of Invasion of the Body Snatchers made by The Asylum to capitalise on the release of The Invasion,Film,Invasion of the Pod People,/wiki/Invasion_of_the_Pod_People,2007,Aliens
A race of both robotic aliens battle for humanity,Film,Transformers,/wiki/Transformers_(film),2007,Aliens
PCMMOGA disastrous solar event in 2019 and 2020 leaves the world devastated with only small pockets of human survivors scratching out a living in a bleak irradiated world Largely fuelled by the stockpiles of hardware left behind by a dead civilization combined with the desperation of a new world order the gladiatorial deathsports begin around 2035 The vast expanses of wilderness between the towns are menaced by gangs of road pirates armed with heavily armed cars and trucks and travelled by equally well armed trade groups making a living by carrying food fuel and other specialist equipment between the towns,Game,Darkwind War on Wheels,/wiki/Darkwind:_War_on_Wheels,2007,Eco
,Film,Meet the Robinsons,/wiki/Meet_the_Robinsons,2007,Technology
A group of survivors called Foragers take cover in an old abandoned hospital where the group attempt to re build society All we know of the apocalypse is that man Ran out of gas but not in the sense of oil just that our time was up,Film,Tooth and Nail,/wiki/Tooth_and_Nail_(film),2007,Human Decline
Animated TV series in which cloned Beastmen fight an apocalyptic battle with humanity,Television,Gurren Lagann,/wiki/Gurren_Lagann,2007,Monsters
Jaume Balaguer and Paco Plaza  Spanish horror film about altered humans by a Demon,Film,REC,/wiki/REC_(film),2007,Zombies
PC XboxSet at the end of a thousand year long war called the infinite war between three separate factions the UEF United Earth Federation the Aeon and the Cybrans,Game,Supreme Commander,/wiki/Supreme_Commander_(game),2007,Future Collapse
Directed by Danny Boyle  The film follows a spaceship crew in the year 2057 who are tasked with reigniting Earths dying sun,Film,Sunshine,/wiki/Sunshine_(2007_film),2007,Sun
PCDemons and humans are in constant struggle on earth,Game,Hellgate London,/wiki/Hellgate:_London,2007,Supernatural
American series about a man living in a postapocalyptic United States after an unspecified cataclysm,Television,Afterworld TV series,/wiki/Afterworld_(TV_series),2007,Unspecified
Adventure game Backstory involves a race of nomadic space traversing humanoids known as Quarians who created a race the Geth of networked artificial intelligences Soon the Geth revolt against the Quarians and forced them into the vastness of space aboard a fleet of star ships without a safe refuge in the galaxy,Game,Mass Effect,/wiki/Mass_Effect_(series),20072011,Technology
Remake of the Neon Genesis Evangelion anime series The first of the four films Evangelion 10 You Are Not Alone debuted in 2007 the second Evangelion 20 You Can Not Advance in 2009 the third Evangelion 30 You Can Not Redo in 2012 The fourth is forthcoming,Film,Rebuild of Evangelion,/wiki/Rebuild_of_Evangelion,2007present,Supernatural
20 years after wars plague and natural disasters a young woman follows the voice of a lone radio broadcaster and delivers the first child born in 15 years109,Film,20 Years After,/wiki/20_Years_After,2008,War
Based on the book by Jeanne Duprau,Film,City of Embercitation needed,"/wiki/City_of_Ember,/wiki/Wikipedia:Citation_needed",2008,War
Based on the Mutant Chronicles RPG,Film,Mutant Chroniclescitation needed,"/wiki/Mutant_Chronicles_(film),/wiki/Wikipedia:Citation_needed",2008,War
Stephen Baxter book about huge underground oceans leaking to the surface lifting sea levels by thousands of metres over several decades,Novel,Flood,/wiki/Flood_(Baxter_novel),2008,War
Young adult series by Suzanne Collins about a survival tournament set in a postapocalyptic continent,Novel,The Hunger Games,/wiki/The_Hunger_Games,2008,War
Harry Turtledove,Novel,The ValleyWestside War,/wiki/The_Valley-Westside_War,2008,War
Game A postapocalyptic roleplaying game from Glutton Creeper Games set after the War on Terror destroy 99 of the worlds population,Game,Exodus roleplaying game,/wiki/Exodus_(role-playing_game),2008,War
,Film,Doomsday87,"/wiki/Doomsday_(film),#cite_note-HttpbooksgooglecoukbooksidVXkqzmaBICpgPAdqTheSacrifice-87",2008,Disease
,Film,Repo The Genetic Opera,/wiki/Repo!_The_Genetic_Opera,2008,Disease
Based upon Mary Shelleys 1826 novel The Last Man,Film,The Last Man,/w/index.php?title=The_Last_Man_(film)&action=edit&redlink=1,2008,Disease
BBC television series a remake of the 70s series of the same name,Television,Survivors,/wiki/Survivors_(2008_TV_Series),2008,Disease
Collapse of global civilization caused by viruslike nanotechnology,Novel,The Martian Generals Daughter,/wiki/The_Martian_General%27s_Daughter,2008,Disease
MultiFeaturing people transformed into crazed zombielike mutants by an infection,Game,Left 4 Dead,/wiki/Left_4_Dead,2008,Zombies
Susan Beth Pfeffer  How the same event as in Life as We Knew It affects a family in New York City,Novel,Dead and the Gone,/wiki/The_Dead_and_the_Gone,2008,Impact Event
Stephenie Meyer  An alien race called Souls take over Earth and its inhabitants The novel follows one Souls predicament when the mind of its human host refuses to cooperate with her takeover,Novel,The Host,/wiki/The_Host_(novel),2008,Aliens
The movie depicts an unknown deadly neurotoxin,Film,The Happening,/wiki/The_Happening_(2008_film),2008,Eco
,Film,Lost City Raiders,/wiki/Lost_City_Raiders,2008,Eco
Earth is abandoned after becoming too polluted to sustain life A robot stays behind and cleans Earth,Film,WALLE,/wiki/WALL-E,2008,Eco
Environment disaster The Doctor Who episode The Poison Sky The poisonous Sontaran gases creating the titular poison sky above Sylvia and Wilfreds street ignite as the flames from the Doctors atmospheric converter spread globally,Television,The Poison Sky,/wiki/The_Poison_Sky,2008,Eco
,Game,Too Human,/wiki/Too_Human,2008,Technology
American remake of the Spanish horror film REC,Film,Quarantine,/wiki/Quarantine_(2008_film),2008,Zombies
A UK television series which chronicles a zombie outbreak,Television,Dead Set,/wiki/Dead_Set_(TV_series),2008,Zombies
